cue,category,response,nWords,frequency,human1,human2,model1,model2
fence,Constructions,garden,1,6,S,S-LOC,S,S-LOC
fence,Constructions,divide,1,10,S,S-FUNC,S,S-FUNC
fern,Plants,bouquet,1,5,E,E-WHOLE,S,S-OBJECT
fern,Plants,decorates,1,8,S,S-FUNC,S,S-ACTION
fern,Plants,green,1,11,E,E-EXSURF,E,E-EXSURF
fern,Plants,nice,1,5,I,I-EVAL,I,I-EVAL
fern,Plants,plant,1,21,T,T-SUPER,T,T-SYN
ferris wheel,Toys,travel,1,5,T,T-SYN,S,S-EVENT
ferris wheel,Toys,amusement park,2,7,S,S-BUILD,S,S-LOC
finger,Body parts,body,1,7,E,E-WHOLE,E,E-WHOLE
finger,Body parts,foot,1,6,E,E-WHOLE,T,T-COORD
finger,Body parts,ring,1,8,S,S-OBJECT,S,S-OBJECT
finger,Body parts,pointing,1,5,S,S-FUNC,S,S-ACTION
finger,Body parts,nail,1,10,E,E-EXCOMP,E,E-EXCOMP
finger,Body parts,hand,1,18,S,S-LOC,E,E-WHOLE
fire hydrant,Containers,manual,1,5,T,T-SUBORD,S,S-SOCART
fire hydrant,Containers,watering,1,6,S,S-FUNC,S,S-FUNC
fire hydrant,Containers,water,1,8,S,S-FUNC,S,S-PROD
fire hydrant,Containers,water,1,9,S,S-OBJECT,S,S-PROD
fire hydrant,Containers,electric stove,2,5,T,T-SUBORD,I,I-NEG
fire hydrant,Containers,field,1,7,S,S-LOC,S,S-LOC
fireplace,Constructions,fire,1,13,S,S-OBJECT,S,S-OBJECT
fireplace,Constructions,firewood,1,9,S,S-OBJECT,S,S-OBJECT
fireplace,Constructions,home,1,11,T,T-SYN,S,S-LOC
fireplace,Constructions,smoke,1,16,E,E-BEH,S,S-PHYST
fireplace,Constructions,heating up,2,16,S,S-FUNC,S,S-FUNC
fireplace,Constructions,bricks,1,5,E,E-MAT,E,E-MAT
fish,Animals,animal,1,6,T,T-SUPER,T,T-ONT
fish,Animals,eaten,1,11,S,S-ACTION,S,S-ACTION
fish,Animals,foodstuff,1,5,T,T-SUPER,S,S-FUNC
fish,Animals,swims,1,11,E,E-BEH,E,E-BEH
fish,Animals,scales,1,6,E,E-EXCOMP,E,E-EXCOMP
fish,Animals,sea,1,6,S,S-LOC,S,S-LOC
fish,Animals,water,1,12,S,S-LOC,S,S-LOC
fishbowl,Containers,water,1,19,E,E-INSURF,E,E-INCOMP
fishbowl,Containers,plants,1,5,S,S-LIVING,S,S-LIVING
fishbowl,Containers,fishes inside,2,22,S,S-LIVING,S,S-LIVING
fishbowl,Containers,little stones,2,6,S,S-OBJECT,E,E-INCOMP
fishbowl,Containers,glass,1,7,E,E-MAT,E,E-MAT
fishhook,Tools,bait,1,8,S,S-LIVING,S,S-OBJECT
fishhook,Tools,dangerous,1,5,I,I-EVAL,E,E-SYS
fishhook,Tools,fish,1,24,S,S-LIVING,S,S-FUNC
fishhook,Tools,fisherman,1,5,S,S-PERSON,S,S-PERSON
fishhook,Tools,river,1,5,S,S-LOC,S,S-LOC
fishhook,Tools,sea,1,8,S,S-LOC,S,S-LOC
fishhook,Tools,fishing,1,24,S,S-FUNC,S,S-ACTION
fishhook,Tools,fishing rod,2,14,S,S-OBJECT,S,S-OBJECT
fishing rod,Tools,fish,1,6,S,S-LIVING,S,S-LIVING
fishing rod,Tools,fishing,1,13,S,S-FUNC,S,S-FUNC
fishing rod,Tools,fishing rod,2,6,E,E-WHOLE,T,T-SYN
fishing rod,Tools,fishing line,2,7,E,E-EXCOMP,E,E-EXCOMP
fishtail,Body parts,fish,1,6,E,E-WHOLE,E,E-WHOLE
fishtail,Body parts,sea,1,5,S,S-LOC,S,S-LOC
fishtail,Body parts,propelling,1,5,S,S-FUNC,S,S-ACTION
fishtail,Body parts,swimming,1,11,S,S-FUNC,E,E-BEH
fishtail,Body parts,scales,1,6,E,E-EXCOMP,E,E-EXCOMP
fishtail,Body parts,helmet,1,6,S,S-FUNC,E,E-WHOLE
fishtail,Body parts,animal,1,5,E,E-WHOLE,T,T-ONT
flag,Objects,flutters,1,8,E,E-BEH,E,E-BEH
flag,Objects,homeland,1,9,I,I-REP,I,I-REP
flag,Objects,symbol,1,7,T,T-SUPER,S,S-SOCART
flag,Objects,representing,1,5,S,S-FUNC,S,S-FUNC
flag,Objects,colors,1,8,E,E-EXSURF,E,E-EXSURF
flag,Objects,patriotic symbol,2,5,E,E-ABSTR,S,S-SOCART
flag,Objects,fabric,1,8,E,E-MAT,E,E-MAT
flag,Objects,school,1,5,S,S-BUILD,S,S-SOCORG
flag,Objects,mast,1,5,S,S-LOC,E,E-WHOLE
flag,Objects,light blue and white,4,6,E,E-EXSURF,E,E-EXSURF
flamingo,Animals,bird,1,14,T,T-SUPER,T,T-ONT
flamingo,Animals,colorful,1,6,E,E-EXSURF,E,E-EXSURF
flamingo,Animals,pink,1,15,T,T-SUPER,E,E-EXSURF
flamingo,Animals,water,1,15,S,S-LOC,S,S-LOC
flamingo,Animals,legs,1,5,E,E-BEH,E,E-EXCOMP
flashlight,Tools,tool,1,5,T,T-SUPER,T,T-SYN
flashlight,Tools,useful,1,7,I,I-EVAL,I,I-EVAL
flashlight,Tools,batteries,1,16,E,E-INCOMP,E,E-INCOMP
flashlight,Tools,light,1,14,E,E-BEH,S,S-FUNC
flashlight,Tools,lighting up,2,20,S,S-FUNC,S,S-ACTION
flashlight,Tools,metal,1,6,E,E-MAT,E,E-MAT
flashlight,Tools,plastic,1,8,E,E-MAT,E,E-MAT
flower,Plants,nice,1,9,I,I-EVAL,I,I-EVAL
flower,Plants,pink,1,8,E,E-EXSURF,E,E-EXSURF
flower,Plants,present,1,7,S,S-ACTION,S,S-PROD
flower,Plants,spring,1,8,S,S-TIME,S,S-TIME
flower,Plants,decorating,1,7,S,S-FUNC,S,S-FUNC
flower,Plants,colors,1,11,E,E-EXSURF,E,E-EXSURF
flower,Plants,perfume,1,22,E,E-EXSURF,E,E-EXSURF
flower,Plants,petals,1,7,E,E-EXCOMP,E,E-EXCOMP
flower,Plants,garden,1,8,S,S-LOC,S,S-LOC
flute,Musical instruments,blown,1,6,S,S-ACTION,S,S-ACTION
flute,Musical instruments,music,1,17,S,S-FUNC,S,S-FUNC
flute,Musical instruments,orchestra,1,6,E,E-WHOLE,S,S-SOCORG
flute,Musical instruments,school,1,5,S,S-LOC,S,S-LOC
flute,Musical instruments,sound,1,11,S,S-FUNC,E,E-SYS
flute,Musical instruments,musical instrument,2,16,T,T-SUPER,T,T-SUPER
flute,Musical instruments,sweet flute,2,7,T,T-SUBORD,I,I-EVAL
flute,Musical instruments,wind musical intrument,3,6,T,T-SUPER,T,T-SUPER
fly,Animals,annoying,1,16,I,I-EVAL,I,I-EMOT
fly,Animals,dirty,1,9,I,I-EVAL,E,E-SYS
fly,Animals,disgusting,1,9,I,I-EVAL,I,I-EVAL
fly,Animals,flies,1,8,E,E-BEH,E,E-BEH
fly,Animals,insect,1,12,T,T-SUPER,T,T-SUPER
fly,Animals,ugly,1,7,I,I-EVAL,I,I-EVAL
fly,Animals,wings,1,6,E,E-EXCOMP,E,E-EXCOMP
foot,Body parts,body,1,10,E,E-WHOLE,E,E-WHOLE
foot,Body parts,shoe,1,8,S,S-OBJECT,S,S-OBJECT
foot,Body parts,walking,1,20,S,S-FUNC,S,S-ACTION
foot,Body parts,fingers,1,10,E,E-EXCOMP,E,E-EXCOMP
foot,Body parts,nails,1,6,E,E-EXCOMP,E,E-EXCOMP
foot,Body parts,support,1,7,S,S-FUNC,S,S-FUNC
foot,Body parts,body,1,5,S,S-FUNC,E,E-WHOLE
fork,Utensils,food,1,5,S,S-OBJECT,S,S-FUNC
fork,Utensils,eating,1,20,S,S-FUNC,S,S-FUNC
fork,Utensils,useful,1,9,I,I-EVAL,I,I-EVAL
fork,Utensils,utensil,1,13,T,T-SUPER,T,T-SUPER
fork,Utensils,teeth,1,6,E,E-INCOMP,E,E-EXCOMP
fork,Utensils,metal,1,6,E,E-MAT,E,E-MAT
fork,Utensils,kitchen,1,8,S,S-LOC,S,S-LOC
fox,Animals,animal,1,20,T,T-SUPER,T,T-ONT
fox,Animals,clever,1,10,E,E-SYS,E,E-SYS
fox,Animals,mammal,1,10,T,T-SUPER,T,T-ONT
fox,Animals,quadruped,1,8,T,T-SUPER,E,E-SYS
fox,Animals,wild,1,10,E,E-SYS,E,E-SYS
fox,Animals,legs,1,6,E,E-EXCOMP,E,E-EXCOMP
fox,Animals,clothing,1,5,S,S-ACTION,S,S-FUNC
fox,Animals,tail,1,7,E,E-EXCOMP,E,E-EXCOMP
fox,Animals,fur,1,8,S,S-ACTION,E,E-EXCOMP
fox,Animals,countryside,1,5,S,S-LOC,S,S-LOC
franch horn,Musical instruments,big,1,5,E,E-QUANT,E,E-QUANT
franch horn,Musical instruments,golden,1,5,E,E-EXSURF,E,E-EXSURF
franch horn,Musical instruments,orchestra,1,11,E,E-WHOLE,S,S-SOCORG
franch horn,Musical instruments,sound,1,5,S,S-FUNC,S,S-EVENT
franch horn,Musical instruments,music,1,13,S,S-FUNC,S,S-FUNC
franch horn,Musical instruments,musical instrument,2,28,T,T-SUPER,T,T-SUPER
franch horn,Musical instruments,metal,1,7,E,E-MAT,E,E-MAT
franch horn,Musical instruments,wind musical intrument,3,7,T,T-SUPER,T,T-SUPER
frying pan,Utensils,kitchen,1,8,S,S-LOC,S,S-LOC
frying pan,Utensils,oil,1,7,S,S-OBJECT,S,S-OBJECT
frying pan,Utensils,teflon,1,6,E,E-MAT,E,E-MAT
frying pan,Utensils,cooking,1,10,S,S-FUNC,S,S-FUNC
frying pan,Utensils,frying,1,6,S,S-FUNC,S,S-FUNC
frying pan,Utensils,pancakes,1,6,S,S-FUNC,S,S-OBJECT
frying pan,Utensils,food,1,9,S,S-FUNC,S,S-OBJECT
frying pan,Utensils,grip,1,10,E,E-EXCOMP,E,E-EXCOMP
frying pan,Utensils,cooking,1,10,S,S-FUNC,S,S-FUNC
frying pan,Utensils,breaded meat,2,5,S,S-FUNC,S,S-OBJECT
frying pan,Utensils,fried food,2,5,S,S-FUNC,S,S-FUNC
funnel,Utensils,bottle,1,5,S,S-OBJECT,S,S-OBJECT
funnel,Utensils,transfer,1,12,S,S-FUNC,S,S-FUNC
funnel,Utensils,transfer,1,5,S,S-FUNC,S,S-FUNC
funnel,Utensils,useful,1,11,I,I-EVAL,I,I-EVAL
funnel,Utensils,utensil,1,9,T,T-SUPER,T,T-SYN
funnel,Utensils,metal,1,10,E,E-MAT,E,E-MAT
funnel,Utensils,plastic,1,18,E,E-MAT,E,E-MAT
funnel,Utensils,kitchen,1,10,S,S-LOC,S,S-LOC
garbage can,Containers,throw,1,24,S,S-FUNC,S,S-ACTION
garbage can,Containers,useful,1,5,I,I-EVAL,I,I-EVAL
garbage can,Containers,plastic,1,5,E,E-MAT,E,E-MAT
giraffe,Animals,animal,1,21,T,T-SUPER,T,T-ONT
giraffe,Animals,herbivore,1,5,T,T-SUPER,E,E-BEH
giraffe,Animals,mammal,1,5,T,T-SUPER,T,T-ONT
giraffe,Animals,tall,1,12,E,E-QUANT,E,E-SYS
giraffe,Animals,spots,1,9,E,E-EXSURF,E,E-EXSURF
giraffe,Animals,jungle,1,11,S,S-LOC,S,S-LOC
giraffe,Animals,zoo,1,8,S,S-LOC,S,S-LOC
glass,Utensils,container,1,8,T,T-SUPER,S,S-FUNC
glass,Utensils,drinking,1,13,S,S-FUNC,S,S-FUNC
glass,Utensils,water,1,9,S,S-OBJECT,S,S-OBJECT
glass,Utensils,wine,1,6,S,S-FUNC,S,S-FUNC
glass,Utensils,glass,1,15,E,E-MAT,T,T-SYN
glass,Utensils,plastic,1,9,E,E-MAT,E,E-MAT
glasses,Accessories,sunglasses,1,19,T,T-SUBORD,T,T-SYN
glasses,Accessories,reading,1,10,S,S-FUNC,S,S-FUNC
glasses,Accessories,see,1,16,S,S-FUNC,S,S-FUNC
glasses,Accessories,contact glasses,2,5,T,T-SUBORD,T,T-COORD
glasses,Accessories,glass,1,5,E,E-EXCOMP,E,E-MAT
glasses,Accessories,seeing,1,9,S,S-FUNC,S,S-FUNC
glasses,Accessories,seeing,1,6,S,S-FUNC,S,S-FUNC
globe,Objects,geography,1,6,S,S-SOCART,S,S-FUNC
globe,Objects,round,1,9,E,E-EXSURF,E,E-EXSURF
globe,Objects,world,1,10,I,I-REP,T,T-SYN
globe,Objects,colors,1,7,E,E-EXSURF,E,E-EXSURF
globe,Objects,countries,1,10,S,S-FUNC,E,E-EXCOMP
glove,Clothing,warm,1,8,S,S-FUNC,E,E-SYS
glove,Clothing,rubber,1,6,E,E-MAT,E,E-MAT
glove,Clothing,wool,1,9,E,E-MAT,E,E-MAT
glove,Clothing,covering,1,7,S,S-FUNC,S,S-FUNC
glove,Clothing,cold,1,11,S,S-FUNC,S,S-PHYST
goat,Animals,animal,1,17,T,T-SUPER,T,T-ONT
goat,Animals,cheese,1,11,S,S-OBJECT,S,S-PROD
goat,Animals,eaten,1,5,S,S-ACTION,S,S-ACTION
goat,Animals,mammal,1,5,T,T-SUPER,T,T-ONT
goat,Animals,milk,1,24,E,E-BEH,E,E-EXCOMP
goat,Animals,hair,1,6,E,E-EXCOMP,E,E-EXCOMP
goat,Animals,horns,1,8,E,E-EXCOMP,E,E-EXCOMP
goat,Animals,legs,1,6,E,E-EXCOMP,E,E-EXCOMP
goat,Animals,wool,1,5,E,E-EXCOMP,E,E-MAT
goat,Animals,countryside,1,7,S,S-LOC,S,S-LOC
goat,Animals,hill,1,5,S,S-LOC,S,S-LOC
goggles,Accessories,colorful,1,5,E,E-EXSURF,E,E-EXSURF
goggles,Accessories,protecting,1,25,S,S-FUNC,S,S-FUNC
goggles,Accessories,swimming,1,10,S,S-FUNC,S,S-FUNC
goggles,Accessories,welding,1,7,S,S-FUNC,S,S-FUNC
goggles,Accessories,water,1,8,E,E-INCOMP,S,S-LOC
goggles,Accessories,plastic,1,7,E,E-MAT,E,E-MAT
goggles,Accessories,rubber,1,5,E,E-MAT,E,E-MAT
gorilla,Animals,animal,1,12,T,T-SUPER,T,T-ONT
gorilla,Animals,big,1,16,E,E-QUANT,E,E-SYS
gorilla,Animals,dangerous,1,8,I,I-EVAL,E,E-SYS
gorilla,Animals,eats,1,5,E,E-BEH,E,E-BEH
gorilla,Animals,hair,1,10,E,E-EXCOMP,E,E-EXCOMP
gorilla,Animals,monkey,1,12,T,T-COORD,T,T-COORD
gorilla,Animals,jungle,1,14,S,S-LOC,S,S-LOC
grapes,Fruits,black,1,6,T,T-SUBORD,E,E-EXSURF
grapes,Fruits,eaten,1,6,S,S-ACTION,S,S-ACTION
grapes,Fruits,fruit,1,15,T,T-SUPER,T,T-SUPER
grapes,Fruits,green,1,8,T,T-SUBORD,E,E-EXSURF
grapes,Fruits,sweet,1,7,E,E-INSURF,E,E-INSURF
grapes,Fruits,wine,1,21,S,S-ACTION,S,S-OBJECT
grapes,Fruits,vineyard,1,5,E,E-WHOLE,E,E-WHOLE
grapes,Fruits,white,1,5,T,T-SUBORD,E,E-EXSURF
grapes,Fruits,good,1,8,I,I-EVAL,I,I-EVAL
grasshopper,Animals,animal,1,5,T,T-SUPER,T,T-SUPER
grasshopper,Animals,green,1,9,E,E-EXSURF,E,E-EXSURF
grasshopper,Animals,insect,1,11,T,T-SUPER,T,T-SYN
grasshopper,Animals,jumps,1,5,E,E-BEH,E,E-BEH
grasshopper,Animals,plague,1,14,T,T-SUPER,S,S-EVENT
grasshopper,Animals,ugly,1,5,I,I-EVAL,I,I-EVAL
grasshopper,Animals,harm,1,6,I,I-EVAL,S,S-FUNC
grasshopper,Animals,eats,1,16,S,S-ACTION,E,E-BEH
grill,Constructions,barbecue,1,21,S,S-EVENT,S,S-FUNC
grill,Constructions,family,1,6,S,S-SOCORG,S,S-SOCORG
grill,Constructions,food,1,6,S,S-OBJECT,S,S-FUNC
grill,Constructions,meat,1,5,S,S-OBJECT,S,S-FUNC
grill,Constructions,meeting,1,5,S,S-EVENT,S,S-EVENT
grill,Constructions,sausages,1,8,S,S-OBJECT,S,S-FUNC
grill,Constructions,cooking,1,6,S,S-FUNC,S,S-FUNC
grill,Constructions,iron,1,7,E,E-MAT,E,E-MAT
guitar,Musical instruments,nice,1,6,I,I-EVAL,I,I-EVAL
guitar,Musical instruments,music,1,16,S,S-FUNC,S,S-FUNC
guitar,Musical instruments,electric stove,2,5,T,T-SUBORD,S,S-OBJECT
guitar,Musical instruments,strings,1,20,E,E-EXCOMP,E,E-EXCOMP
guitar,Musical instruments,musical instrument,2,13,T,T-SUPER,T,T-SUPER
guitar,Musical instruments,wood,1,9,E,E-MAT,E,E-MAT
gun,Weapons,caliber,1,5,T,T-SUBORD,E,E-EXCOMP
gun,Weapons,dangerous,1,10,I,I-EVAL,E,E-SYS
gun,Weapons,fear,1,8,I,I-EVAL,I,I-EMOT
gun,Weapons,killing,1,13,S,S-FUNC,S,S-FUNC
gun,Weapons,stealing,1,6,S,S-FUNC,S,S-ACTION
gun,Weapons,weapon,1,18,T,T-SUPER,T,T-SYN
gun,Weapons,bullets,1,15,E,E-INCOMP,E,E-INCOMP
gun,Weapons,fire,1,6,T,T-SUPER,S,S-ACTION
gun,Weapons,defense,1,7,S,S-FUNC,S,S-FUNC
hair,Body parts,blond,1,6,E,E-EXSURF,E,E-EXSURF
hair,Body parts,brown,1,5,E,E-EXSURF,E,E-EXSURF
hair,Body parts,brunet,1,5,E,E-EXSURF,E,E-EXSURF
hair,Body parts,curly,1,8,E,E-EXSURF,E,E-SYS
hair,Body parts,hair,1,5,T,T-SYN,T,T-SYN
hair,Body parts,long,1,16,E,E-QUANT,E,E-QUANT
hair,Body parts,soft,1,5,E,E-EXSURF,E,E-EXSURF
hair,Body parts,straight,1,10,E,E-EXSURF,E,E-EXSURF
hair,Body parts,colors,1,7,E,E-EXSURF,E,E-EXSURF
hair,Body parts,short,1,12,E,E-QUANT,E,E-SYS
hamburger,Food,food,1,15,T,T-SUPER,T,T-SUPER
hamburger,Food,tomatoe,1,5,S,S-LIVING,E,E-INCOMP
hamburger,Food,fast food,2,7,S,S-OBJECT,T,T-SUPER
hamburger,Food,good,1,11,I,I-EVAL,I,I-EVAL
hamburger,Food,chicken,1,7,T,T-SUPER,T,T-COORD
hamburger,Food,meat,1,16,T,T-SUPER,E,E-MAT
hammer,Tools,carpenter,1,8,S,S-PERSON,S,S-PERSON
hammer,Tools,heavy,1,9,E,E-SYS,E,E-SYS
hammer,Tools,nails,1,17,S,S-OBJECT,S,S-OBJECT
hammer,Tools,noisy,1,5,E,E-SYS,E,E-SYS
hammer,Tools,tool,1,14,T,T-SUPER,T,T-SYN
hammer,Tools,hitting,1,13,S,S-FUNC,S,S-ACTION
hammer,Tools,nailing,1,9,S,S-FUNC,S,S-FUNC
hammer,Tools,grip,1,7,E,E-EXCOMP,E,E-EXCOMP
hammer,Tools,metal,1,5,E,E-MAT,E,E-MAT
hammer,Tools,wood,1,9,E,E-MAT,S,S-OBJECT
hammock,Objects,outdoors,1,5,E,E-MAT,S,S-LOC
hammock,Objects,relaxing,1,16,I,I-EVAL,S,S-FUNC
hammock,Objects,resting,1,14,S,S-FUNC,S,S-ACTION
hammock,Objects,rocking,1,7,S,S-FUNC,S,S-FUNC
hammock,Objects,sleeping,1,7,S,S-FUNC,S,S-FUNC
hammock,Objects,fabric,1,6,E,E-MAT,E,E-MAT
hammock,Objects,park,1,6,S,S-LOC,S,S-LOC
hammock,Objects,trees,1,8,S,S-ACTION,S,S-OBJECT
hand,Body parts,big,1,7,E,E-QUANT,E,E-QUANT
hand,Body parts,small,1,6,E,E-QUANT,E,E-QUANT
hand,Body parts,strong,1,6,E,E-SYS,E,E-SYS
hand,Body parts,caressing,1,6,S,S-FUNC,S,S-ACTION
hand,Body parts,writing,1,5,S,S-FUNC,S,S-ACTION
hand,Body parts,white,1,6,E,E-EXSURF,E,E-EXSURF
hand,Body parts,fingers,1,11,E,E-EXCOMP,E,E-EXCOMP
hand,Body parts,nails,1,8,E,E-EXCOMP,E,E-EXCOMP
handbag,Accessories,accessory,1,12,T,T-SUPER,T,T-SUBORD
handbag,Accessories,storing,1,5,S,S-FUNC,S,S-FUNC
handbag,Accessories,useful,1,6,I,I-EVAL,I,I-EVAL
handbag,Accessories,women,1,14,S,S-PERSON,S,S-PERSON
handbag,Accessories,leather,1,17,E,E-MAT,E,E-MAT
hanger,Accessories,clothes,1,8,S,S-OBJECT,S,S-OBJECT
hanger,Accessories,hanging,1,25,S,S-FUNC,S,S-FUNC
hanger,Accessories,wardrobes,1,8,S,S-LOC,S,S-OBJECT
hanger,Accessories,metal,1,6,E,E-MAT,E,E-MAT
hanger,Accessories,plastic,1,12,E,E-MAT,E,E-MAT
hanger,Accessories,wood,1,19,E,E-MAT,E,E-MAT
harmonica,Musical instruments,music,1,13,S,S-FUNC,S,S-OBJECT
harmonica,Musical instruments,sound,1,5,S,S-FUNC,E,E-SYS
harmonica,Musical instruments,musical instrument,2,20,T,T-SUPER,T,T-SUPER
harmonica,Musical instruments,metal,1,7,E,E-MAT,E,E-MAT
harmonica,Musical instruments,wind musical intrument,3,12,T,T-SUPER,T,T-SUPER
harp,Musical instruments,nice,1,10,I,I-EVAL,I,I-EVAL
harp,Musical instruments,sound,1,12,S,S-FUNC,S,S-FUNC
harp,Musical instruments,music,1,14,S,S-FUNC,S,S-OBJECT
harp,Musical instruments,strings,1,14,E,E-EXCOMP,E,E-EXCOMP
harp,Musical instruments,musical instrument,2,19,T,T-SUPER,T,T-SUPER
hat,Clothing,clothing,1,6,T,T-SUPER,T,T-SUPER
hat,Clothing,elegant,1,7,I,I-EVAL,E,E-SYS
hat,Clothing,protecting,1,12,S,S-FUNC,S,S-FUNC
hat,Clothing,shapes,1,6,E,E-EXSURF,E,E-SYS
hazelnut,Fruits,brown,1,5,E,E-EXSURF,E,E-EXSURF
hazelnut,Fruits,eaten,1,6,S,S-ACTION,S,S-ACTION
hazelnut,Fruits,foodstuff,1,5,T,T-SUPER,T,T-SUPER
hazelnut,Fruits,dried fruit,2,7,T,T-SUPER,T,T-SUPER
hazelnut,Fruits,good,1,12,I,I-EVAL,I,I-EVAL
hazelnut,Fruits,fruit,1,18,T,T-SUPER,T,T-SUPER
headphones,Accessories,listening,1,25,S,S-FUNC,S,S-FUNC
headphones,Accessories,listening,1,22,S,S-FUNC,S,S-FUNC
headphones,Accessories,listening,1,5,S,S-FUNC,S,S-FUNC
headphones,Accessories,ears,1,10,S,S-LOC,E,E-WHOLE
heart,Body parts,beats,1,14,E,E-BEH,E,E-BEH
heart,Body parts,organ,1,8,T,T-SUPER,T,T-SUPER
heart,Body parts,red,1,8,E,E-EXSURF,E,E-EXSURF
heart,Body parts,stroke,1,5,S,S-SOCART,S,S-EVENT
heart,Body parts,love,1,13,S,S-SOCART,I,I-EMOT
heart,Body parts,essential,1,12,E,E-SYS,E,E-SYS
helicopter,Vehicles,flying,1,15,S,S-FUNC,E,E-BEH
helicopter,Vehicles,rescuing,1,5,S,S-FUNC,S,S-FUNC
helicopter,Vehicles,airscrews,1,16,E,E-EXCOMP,E,E-EXCOMP
helicopter,Vehicles,transportation,1,11,T,T-SUPER,S,S-FUNC
helmet,Accessories,bicycle,1,8,S,S-OBJECT,S,S-OBJECT
helmet,Accessories,motorbike,1,20,S,S-OBJECT,S,S-FUNC
helmet,Accessories,soldier,1,8,S,S-PERSON,S,S-PERSON
helmet,Accessories,protecting,1,16,S,S-FUNC,S,S-FUNC
helmet,Accessories,plastic,1,5,E,E-MAT,E,E-MAT
hippopotamus,Animals,animal,1,17,T,T-SUPER,T,T-ONT
hippopotamus,Animals,aquatic,1,8,E,E-SYS,E,E-SYS
hippopotamus,Animals,big,1,17,E,E-QUANT,E,E-QUANT
hippopotamus,Animals,dangerous,1,7,I,I-EVAL,I,I-EVAL
hippopotamus,Animals,heavy,1,5,E,E-SYS,E,E-SYS
hippopotamus,Animals,mammal,1,5,T,T-SUPER,T,T-ONT
hippopotamus,Animals,water,1,7,S,S-LOC,S,S-LOC
hoe,Tools,earth,1,16,S,S-OBJECT,S,S-FUNC
hoe,Tools,garden,1,9,S,S-LOC,S,S-LOC
hoe,Tools,grass,1,7,S,S-LIVING,S,S-OBJECT
hoe,Tools,tool,1,7,T,T-SUPER,T,T-SYN
hoe,Tools,cutting,1,5,S,S-FUNC,S,S-FUNC
hoe,Tools,work,1,10,E,E-SYS,S,S-FUNC
hoe,Tools,field,1,8,S,S-LOC,S,S-LOC
hoe,Tools,country house,2,5,S,S-LOC,S,S-BUILD
horse,Animals,animal,1,11,T,T-SUPER,T,T-ONT
horse,Animals,neighs,1,7,E,E-BEH,E,E-BEH
horse,Animals,race,1,5,S,S-FUNC,S,S-EVENT
horse,Animals,ridden,1,6,S,S-ACTION,E,E-BEH
horse,Animals,runs,1,5,E,E-BEH,E,E-BEH
horse,Animals,strong,1,6,E,E-SYS,E,E-SYS
horse,Animals,legs,1,10,E,E-EXCOMP,E,E-EXCOMP
horse,Animals,horseback ride,2,7,S,S-EVENT,S,S-EVENT
horse,Animals,rural tasks,2,6,S,S-ACTION,S,S-FUNC
horse,Animals,countryside,1,5,S,S-LOC,S,S-LOC
horseshoe,Objects,horses,1,25,S,S-FUNC,S,S-LIVING
horseshoe,Objects,protecting,1,9,S,S-FUNC,S,S-FUNC
horseshoe,Objects,nails,1,5,S,S-ACTION,E,E-EXCOMP
horseshoe,Objects,good luck,2,7,I,I-EVAL,I,I-REP
horseshoe,Objects,iron,1,11,E,E-MAT,E,E-MAT
horseshoe,Objects,metal,1,6,E,E-MAT,E,E-MAT
house,Constructions,big,1,9,E,E-QUANT,E,E-QUANT
house,Constructions,family,1,11,S,S-SOCORG,S,S-SOCORG
house,Constructions,home,1,15,T,T-SYN,T,T-SYN
house,Constructions,refuge,1,5,T,T-ONT,S,S-FUNC
house,Constructions,materials,1,5,E,E-MAT,E,E-MAT
house,Constructions,bricks,1,5,E,E-MAT,E,E-MAT
house,Constructions,place,1,6,S,S-FUNC,S,S-LOC
hyena,Animals,animal,1,19,T,T-SUPER,T,T-ONT
hyena,Animals,evil,1,8,I,I-EVAL,I,I-EVAL
hyena,Animals,laughs,1,12,E,E-BEH,E,E-BEH
hyena,Animals,ugly,1,8,I,I-EVAL,I,I-EVAL
hyena,Animals,wild,1,9,E,E-SYS,E,E-SYS
igloo,Constructions,cold,1,18,E,E-SYS,E,E-SYS
igloo,Constructions,house,1,12,T,T-SUPER,T,T-SYN
igloo,Constructions,snow,1,10,S,S-OBJECT,E,E-MAT
igloo,Constructions,ice,1,20,E,E-MAT,E,E-MAT
iron,Devices,clothes,1,9,S,S-OBJECT,S,S-OBJECT
iron,Devices,device,1,8,T,T-SUPER,T,T-SUPER
iron,Devices,electrical,1,11,E,E-SYS,E,E-SYS
iron,Devices,hot,1,10,E,E-EXSURF,E,E-SYS
iron,Devices,ironing,1,6,S,S-FUNC,S,S-FUNC
iron,Devices,electrical appliance,2,6,T,T-SUPER,T,T-SUPER
iron,Devices,steam iron,2,9,E,E-SYS,T,T-SUBORD
iron,Devices,smoothing clothes,2,5,S,S-FUNC,S,S-FUNC
iron,Devices,house,1,7,S,S-LOC,S,S-BUILD
ironing board,Utensils,clothes,1,11,S,S-OBJECT,S,S-OBJECT
ironing board,Utensils,iron,1,7,S,S-OBJECT,S,S-OBJECT
ironing board,Utensils,ironing,1,19,S,S-FUNC,S,S-FUNC
ironing board,Utensils,useful,1,6,I,I-EVAL,I,I-EVAL
ironing board,Utensils,wood,1,10,E,E-MAT,E,E-MAT
jaket,Clothing,warm,1,10,S,S-FUNC,E,E-SYS
jaket,Clothing,protecting,1,6,S,S-FUNC,S,S-FUNC
